Correct Response,Size/Rotation (deg/deg),Reaction Time (ms),Target
1,"(8, -60)",672.2023909986368,0
1,"(4, 30)",578.7952630015119,1
1,"(16, -90)",531.3141259992611,1
1,"(4, -150)",944.8992180003464,3
1,"(8, -30)",652.0770890000043,3
1,"(8, 150)",630.1680030008632,4
1,"(16, -150)",533.9075980007968,5
1,"(4, 0)",899.3410530000168,5
1,"(4, -60)",511.3791660003975,3
1,"(4, 180)",876.866193999222,5
1,"(4, -60)",602.385950998569,3
1,"(8, 60)",678.8197190015402,3
1,"(16, 0)",804.885797000525,4
1,"(16, 0)",507.1007770000782,4
1,"(16, 180)",629.421235000182,5
1,"(16, 150)",654.109771001304,3
1,"(8, 0)",584.4873639997153,4
1,"(8, 0)",545.6137929994205,5
1,"(8, -120)",443.5055920001381,3
0,"(16, 30)",630.6709220005636,4
1,"(16, 30)",462.9809829983336,5
1,"(8, 90)",858.1553239999542,5
1,"(4, 0)",652.9308650004444,5
1,"(4, 180)",515.4184429992077,3
1,"(16, 120)",1001.876874000873,4
1,"(8, -120)",898.8265360001882,4
1,"(16, 90)",935.3942100004409,5
1,"(4, 60)",783.6620140004292,4
1,"(16, -60)",569.955736000184,3
1,"(16, -90)",764.5387699993356,4
1,"(4, -30)",614.8869179995294,5
1,"(16, -60)",747.9094259995967,3
1,"(4, 150)",652.5558899991942,4
1,"(4, 30)",608.7473240002786,5
1,"(16, 30)",618.845016999176,5
1,"(8, 0)",609.4870619998168,3
1,"(4, 30)",639.3382010008557,5
0,"(4, -60)",703.3231549992983,5
1,"(4, -60)",803.5979009999486,4
1,"(8, 30)",717.9374629993894,4
1,"(4, -120)",704.080669000023,4
1,"(16, 0)",649.199359999175,5
1,"(16, 150)",685.2224049997225,3
1,"(16, 60)",910.823420001025,4
1,"(8, -90)",658.0803209997888,3
1,"(4, 90)",707.8876100002439,3
1,"(8, 0)",628.3488600000331,4
1,"(16, -150)",698.8516060008172,5
1,"(4, 120)",665.7932029991847,3
1,"(4, -90)",868.3491840000264,5
1,"(16, 30)",727.6234630006278,3
1,"(4, -180)",633.9428459994728,3
1,"(8, -90)",896.6224300000525,4
1,"(16, 150)",712.1759970012412,4
1,"(8, 120)",597.7012530000414,4
1,"(16, 150)",858.3216919995087,4
1,"(8, 0)",775.449329999747,4
1,"(4, -30)",638.8803139996802,5
1,"(16, 120)",617.0178450009465,5
1,"(8, -150)",800.2586029995931,3
1,"(4, -90)",752.5736999994755,5
1,"(8, -90)",733.8687680001661,3
1,"(8, -180)",737.0990100005932,5
1,"(8, 180)",690.9189710002742,4
1,"(16, 0)",788.9993909992248,5
1,"(4, 0)",740.1999060001166,4
1,"(16, -150)",616.6659549997624,3
1,"(16, 180)",715.06939299964,4
1,"(4, 0)",756.7159530006669,4
1,"(16, -120)",432.99924299920383,3
1,"(4, 180)",618.229941000964,3
1,"(4, 60)",735.5616900002409,4
1,"(4, -180)",713.6819149998977,5
1,"(8, -60)",601.5144499995862,4
1,"(16, 90)",1036.2492169986858,4
1,"(16, 90)",666.3255519996077,5
1,"(8, -60)",765.8466539995337,4
1,"(8, -60)",639.6449749989464,4
1,"(8, -90)",623.0356999984273,4
1,"(8, 30)",704.3965640003356,5
1,"(16, -150)",1042.9293429986778,8
1,"(4, 120)",951.1516079999914,6
1,"(16, -120)",612.5699689999514,8
1,"(8, 120)",753.5243589989753,8
1,"(8, -60)",660.7826220004703,8
1,"(16, 60)",623.3350700002396,6
1,"(16, -60)",842.2681000009383,8
1,"(4, 30)",892.2578110012458,6
1,"(4, 180)",688.8006879997469,6
1,"(16, 150)",905.0521620009298,7
1,"(8, 150)",649.1602699987474,7
0,"(16, -120)",893.4038940004306,7
1,"(16, -120)",702.7090280005999,8
1,"(8, 180)",989.0323819998506,7
1,"(8, 30)",925.6578090006136,8
0,"(4, 150)",-29.6,6
1,"(4, 150)",699.2712949994078,6
1,"(16, 0)",624.6438250016857,6
1,"(8, 150)",668.0033910013939,8
1,"(16, 180)",699.225564001454,8
1,"(16, -30)",631.5405730000115,6
1,"(8, -120)",705.0777550010301,8
1,"(8, -120)",711.7357639998139,7
0,"(4, 60)",-29.6,6
1,"(4, 60)",787.9564400007715,8
1,"(8, 60)",566.9855539998301,6
1,"(16, -60)",593.3553960001794,8
1,"(4, 60)",703.208972001294,6
1,"(16, -30)",589.6344850005611,6
1,"(16, -60)",576.7130710008408,6
1,"(4, -150)",668.2031140006351,7
1,"(16, -180)",807.2005070005893,7
1,"(8, 60)",697.4973799986677,8
1,"(16, -30)",544.5445280000334,8
1,"(16, -90)",578.7236049998959,6
1,"(4, -30)",756.9322969992121,8
1,"(16, 30)",674.3645989989367,6
1,"(16, 60)",835.4771430002351,8
1,"(4, 150)",1162.1235309992976,6
1,"(16, -90)",1011.2049249999749,7
1,"(4, -180)",658.5925350007805,6
0,"(8, 120)",848.6596410001133,8
1,"(8, 120)",817.6644119992765,8
1,"(4, 60)",1177.161927000116,8
1,"(8, 0)",588.3424980000476,7
1,"(16, -90)",700.0472770012769,6
1,"(8, -30)",685.5957480000419,7
1,"(4, -60)",653.1340130002994,6
1,"(8, -120)",668.282655000285,6
1,"(16, -120)",777.1191720001574,6
1,"(8, 90)",794.0943049996625,7
1,"(8, -150)",537.2943979999312,6
1,"(4, 90)",642.508542999922,7
1,"(8, 0)",589.6753699997411,6
1,"(8, 180)",1015.8385299999558,6
0,"(8, 180)",871.8611180009524,6
1,"(8, 180)",861.0771689999004,8
0,"(4, 0)",-29.6,6
1,"(4, 0)",586.7711409990355,6
1,"(4, 0)",591.7039529993693,7
1,"(8, 0)",644.6065870002989,7
1,"(8, -150)",753.2232440006104,8
0,"(16, 60)",-29.6,6
1,"(16, 60)",587.8831199987238,6
1,"(16, 180)",661.6797429995407,8
1,"(4, 90)",811.6825670002348,6
1,"(8, 150)",739.5353110003547,6
1,"(8, -30)",522.6114070008683,6
1,"(16, -30)",573.5308709989389,8
0,"(8, 90)",1059.750143000047,6
1,"(8, 90)",547.8723320009798,7
1,"(8, 60)",660.5549080012046,7
1,"(4, -90)",842.588080998967,7
1,"(16, -150)",587.2992170005367,7
0,"(4, 150)",861.4119739994115,6
1,"(4, 150)",831.1408110001415,7
1,"(8, -180)",911.2498009997856,8
0,"(4, 0)",-29.6,8
1,"(4, 0)",608.8090230003494,6
1,"(8, -180)",566.9284260000771,8
1,"(4, 150)",680.8005799992592,8
1,"(8, -150)",704.5758759994263,7
1,"(8, 30)",574.1894900000538,8
1,"(4, -120)",821.200022999465,7
1,"(4, -90)",690.0863089993712,8
