Correct Response,Size/Rotation (deg/deg),Reaction Time (ms),Target
1,"(8, -60)",489.90640000048734,5
1,"(4, -30)",597.6414999990229,4
1,"(8, 0)",622.9009000002552,3
1,"(16, 180)",557.0556999995606,4
1,"(8, 60)",493.62860000148066,4
1,"(8, -90)",542.7729999995936,5
1,"(4, -90)",522.6710999999486,3
1,"(4, -150)",532.2810000001627,5
1,"(16, 0)",510.46699999862176,5
1,"(16, 90)",661.2914999990753,3
1,"(8, 120)",478.1151999999711,5
1,"(4, 120)",452.14049999996496,5
1,"(8, 180)",534.4052000004158,3
1,"(16, 150)",547.3767000006919,3
1,"(16, 0)",416.09619999909773,5
1,"(8, 150)",502.41670000142767,4
1,"(8, 0)",463.5316999996721,5
1,"(8, 0)",441.5236999997578,3
1,"(16, 120)",598.331500001601,4
1,"(16, 90)",583.5692000004346,3
1,"(4, 0)",543.8658999995969,5
1,"(16, -90)",611.0142000001506,4
1,"(4, -60)",521.1936999989266,5
1,"(16, 60)",422.30659999987984,5
1,"(16, 0)",443.2191000000021,5
1,"(8, -120)",369.0850000006467,5
1,"(4, 150)",439.85169999943173,5
1,"(8, 90)",534.3610999993107,4
0,"(4, -90)",476.86300000024494,3
1,"(4, -90)",500.04780000055325,5
1,"(4, -60)",503.15719999927387,4
1,"(4, 90)",327.9145999989996,3
1,"(8, -30)",542.4517999985401,3
1,"(16, -90)",589.1064999999944,4
1,"(4, 30)",544.9073000003555,4
1,"(8, 60)",498.66419999890786,4
0,"(4, -30)",517.9217999997636,4
1,"(4, -30)",477.6788000002998,3
1,"(16, -90)",513.7187000004051,3
1,"(4, 120)",540.4449000001623,5
1,"(16, 180)",585.7660000005271,4
1,"(4, -150)",588.3228999995627,4
1,"(4, -120)",761.5164000002696,3
1,"(8, -60)",537.0418999995454,3
1,"(4, 30)",476.7464999990043,5
1,"(4, -150)",647.9797999985894,3
1,"(8, -120)",480.0357000007498,7
1,"(8, -180)",514.0642999998963,8
1,"(8, 0)",554.5191999994277,6
1,"(16, -180)",658.0675999997911,6
1,"(16, -150)",412.6087000007974,6
1,"(4, -150)",530.9614000001748,8
1,"(16, 120)",408.9641000013362,8
1,"(4, 90)",579.5649999985617,6
1,"(4, 60)",505.04880000009143,7
1,"(8, -150)",538.8105000005598,8
1,"(16, 150)",414.2740000010381,8
0,"(8, 0)",499.39080000005197,7
1,"(8, 0)",507.56760000005306,8
1,"(8, 0)",835.9449999992794,6
1,"(8, -30)",463.08389999868814,6
1,"(8, -90)",471.9687999990274,8
1,"(8, 60)",480.5643999992899,6
1,"(4, 0)",480.9547999997594,7
1,"(16, 180)",577.6792000000714,6
1,"(16, -180)",557.1353999988933,8
1,"(16, 30)",481.8207000011316,7
1,"(16, 120)",533.537200001243,8
1,"(8, -120)",486.2244000000064,7
1,"(8, -150)",522.0957000005146,7
1,"(16, 90)",534.3369000005769,8
1,"(4, 150)",786.7570999991731,6
1,"(4, 30)",463.48579999941285,7
1,"(16, 150)",485.33610000087356,8
1,"(8, 120)",598.5089999998454,8
1,"(4, 60)",554.068399999247,7
1,"(8, -180)",932.0498000001098,6
1,"(4, -120)",518.4106000000756,7
1,"(16, 30)",581.2001999987988,8
1,"(16, 0)",441.3292000012152,7
1,"(4, 60)",512.3677999985521,6
1,"(8, -60)",405.54219999868656,7
0,"(8, -90)",390.7115999995003,6
1,"(8, -90)",419.5033000000112,8
1,"(16, -180)",556.944499998659,6
1,"(8, -120)",514.421899999812,6
1,"(16, 0)",590.5494000002509,8
1,"(8, 60)",545.276100000061,8
1,"(4, -120)",509.86709999998857,6
1,"(16, 60)",633.0784000005369,6
1,"(16, -150)",523.3795000007522,8
1,"(16, 30)",468.81230000000505,7
1,"(8, -120)",586.7751999998436,8
1,"(16, -30)",438.66660000132106,6
1,"(4, -30)",562.5184999993653,7
1,"(4, -30)",485.8649000001751,7
1,"(8, 150)",400.1630000006262,7
1,"(16, 150)",521.3210999994917,6
1,"(16, 0)",486.05170000011276,7
1,"(8, 90)",570.1157999996358,6
1,"(8, 150)",546.7819999998173,7
1,"(8, 60)",437.5347000008478,6
1,"(16, 60)",524.5483999991993,8
0,"(16, -30)",499.23100000015984,6
1,"(16, -30)",471.6943000006868,7
1,"(8, -60)",425.1439999992872,6
1,"(16, -60)",559.1776999994327,8
1,"(16, -60)",487.9896999995399,7
1,"(8, 0)",473.9573999999411,8
1,"(8, -180)",488.91000000041095,6
1,"(4, 90)",504.09950000031677,7
1,"(16, 0)",578.0302999996056,8
1,"(8, 30)",573.435999999143,8
1,"(16, 120)",519.3533000005264,6
1,"(16, -120)",528.5707000006514,7
1,"(8, 30)",481.8043999988877,8
1,"(16, -30)",434.0261999990762,7
1,"(8, -60)",584.164300000717,7
1,"(16, -150)",565.1126999986591,8
1,"(4, -150)",439.65979999885894,7
1,"(4, -60)",485.16779999992286,8
1,"(8, -180)",568.2574000005989,8
1,"(8, 30)",476.60709999983374,8
1,"(4, 60)",609.4177999988606,6
