Correct Response,Size/Rotation (deg/deg),Reaction Time (ms),Target
0,"(4, 30)",698.1178999967128,5
0,"(4, 30)",607.7077999916114,5
1,"(4, 30)",564.695900012292,3
1,"(4, -120)",560.0581999723986,4
0,"(4, -180)",781.2455000211671,4
1,"(4, -180)",599.1333000101336,4
1,"(8, -180)",649.1362999631278,4
0,"(16, 0)",560.8500000061654,4
1,"(16, 0)",587.3340000370704,4
1,"(4, -60)",577.0247000009008,3
1,"(4, -180)",850.0153999747895,8
1,"(16, 60)",820.6607999718003,6
0,"(4, -120)",665.1302000363544,6
1,"(4, -120)",442.82230001131074,6
1,"(16, 60)",603.884199980665,7
0,"(4, -120)",577.0840999875404,6
1,"(4, -120)",558.0785000319779,7
1,"(16, -60)",501.1512000318803,7
1,"(16, -180)",642.0073999879137,6
1,"(8, 60)",760.5203000102379,6
0,"(16, 0)",647.7113999980688,6
1,"(16, 0)",577.2624999489822,6
0,"(4, 180)",723.2236999524944,6
1,"(4, 180)",527.437600013353,7
1,"(4, -150)",653.9989999700524,6
0,"(4, -180)",593.5349999899231,8
0,"(4, -180)",658.3729999810644,6
0,"(4, -180)",631.3976000501029,8
1,"(4, -180)",437.03430000182243,7
1,"(8, -150)",577.4227000046708,7
1,"(4, 0)",753.7395000080764,8
1,"(4, -180)",564.4022999885678,6
0,"(8, 120)",662.7686999826878,6
1,"(8, 120)",293.88650000050666,7
1,"(4, 120)",732.3683000258357,8
1,"(16, -30)",702.5368000003696,6
0,"(16, 180)",814.110099975504,6
0,"(16, 180)",727.0392999607325,8
1,"(16, 180)",646.0209999904223,8
1,"(4, 0)",641.265100040026,6
0,"(16, -120)",573.363900007233,6
1,"(16, -120)",819.0075000138208,8
1,"(4, 30)",748.9687000024319,8
1,"(8, 0)",657.1891999892146,8
1,"(8, -30)",716.4095999878086,6
1,"(4, 120)",550.8114999947325,7
1,"(16, -90)",527.8274000128918,7
1,"(16, -60)",641.3482000325062,6
0,"(16, 150)",525.7324000094272,6
1,"(16, 150)",494.08179998585956,7
1,"(4, -90)",554.0172000155039,7
1,"(8, 0)",601.5692999907956,6
1,"(16, 0)",785.9850000213087,8
1,"(8, 90)",493.9277999773808,7
1,"(4, -60)",492.2909000278637,7
1,"(4, 180)",781.9758999948576,8
1,"(4, 0)",1122.948200031668,7
1,"(8, 150)",657.2573000421003,6
1,"(16, -150)",504.06350003045054,7
1,"(4, 120)",598.6855999771692,7
1,"(16, -30)",597.9959999649041,8
1,"(16, 0)",777.7828999650851,8
1,"(16, 180)",635.9964000266232,8
1,"(8, 90)",683.470299988538,8
1,"(8, -60)",579.1574000003934,8
1,"(16, 0)",699.2425000034459,6
1,"(8, -60)",695.1522999997437,6
1,"(4, -90)",746.8689999631792,6
1,"(16, 60)",479.2189000263065,7
1,"(4, -30)",539.034600017611,7
0,"(8, 0)",826.1012000120431,8
0,"(8, 0)",661.6217999807745,6
1,"(8, 0)",657.0906999958866,6
0,"(8, -90)",678.7612000452541,8
1,"(8, -90)",788.7974000158906,6
1,"(4, -180)",489.6870999918506,7
1,"(16, 30)",539.4241999574192,7
1,"(4, -30)",463.15569994926454,7
1,"(8, -30)",633.5624000029825,8
1,"(8, -30)",601.8078000024148,8
1,"(16, -90)",682.7214999911562,8
1,"(16, -120)",484.9302999763936,8
1,"(4, -60)",507.67419999187814,8
1,"(8, 30)",641.2767000119388,6
0,"(16, 30)",512.9237999762595,8
1,"(16, 30)",771.6418000026792,6
1,"(8, 180)",524.8803999829292,7
1,"(16, 0)",757.2293999809958,6
1,"(8, 90)",608.4618000285886,6
0,"(4, -120)",509.7892000312172,8
1,"(4, -120)",691.04040000543,6
0,"(8, -60)",629.9664999796264,6
1,"(8, -60)",1008.1900999620743,6
1,"(8, 60)",596.5879000113532,7
1,"(4, 30)",673.2006000210718,6
1,"(4, 0)",641.8879000093043,6
0,"(16, 90)",791.6295999866165,6
0,"(16, 90)",-96.02,8
1,"(16, 90)",692.8209000006505,7
1,"(8, 180)",542.1818000003882,7
1,"(4, 60)",664.562200018689,6
1,"(8, 150)",499.77570003552364,7
1,"(16, 0)",729.2901999871433,6
1,"(16, -30)",1160.608200004343,7
1,"(4, -150)",665.6090000150912,7
