Correct Response,Height/Rotation,RT,Face
1,"(16, 90)",550.2660000314936,2
1,"(4, -30)",551.4771000565961,1
1,"(16, 60)",679.4902000078,0
0,"(4, 30)",482.0326999728568,1
1,"(4, 30)",768.2757000406273,0
1,"(4, -60)",528.6129999989644,1
1,"(8, 60)",817.6483999672346,1
1,"(4, -120)",842.7022999934852,1
1,"(4, 120)",594.5126999835484,1
1,"(16, -120)",678.1086000232026,0
1,"(4, 180)",675.915300027933,2
1,"(16, -180)",505.03559998143464,1
0,"(4, -60)",645.5990999788046,0
1,"(4, -60)",587.4461000170559,1
0,"(4, -180)",853.387400039006,4
1,"(4, -180)",571.742199998349,4
1,"(8, 180)",555.2278999788687,5
1,"(4, 150)",665.5901999878697,3
1,"(16, -60)",719.9244000334293,4
1,"(8, 120)",579.1097999867052,5
1,"(16, -180)",606.6852000043727,4
1,"(4, -180)",530.0988000202924,5
1,"(4, 120)",551.0079999770969,5
0,"(8, -90)",-109.0,3
1,"(8, -90)",344.05099996039644,3
1,"(8, 30)",502.27190000843257,3
0,"(8, -60)",440.6114999987185,4
1,"(8, -60)",542.7691999906674,5
1,"(8, 90)",580.4132999586873,5
0,"(16, 150)",599.9736000052653,4
0,"(16, 150)",707.7232000268996,3
1,"(16, 150)",626.1221999851987,5
1,"(8, 150)",709.4687999892049,4
1,"(16, -30)",581.2275000466034,5
0,"(8, -180)",792.4356000116095,4
1,"(8, -180)",877.1054999637417,3
1,"(8, -150)",697.3969999784604,3
1,"(4, -180)",659.1777999969199,3
1,"(4, 60)",487.57110000262037,3
1,"(4, -90)",1037.7198999598622,4
1,"(8, 90)",797.5468999906443,3
1,"(8, 60)",460.98239998938516,3
1,"(4, 90)",529.4442000417039,3
1,"(4, -150)",677.3405999960378,5
0,"(16, 180)",-109.0,5
1,"(16, 180)",693.9417999787256,5
1,"(8, 150)",916.2963000093587,4
1,"(4, 90)",620.3183999718167,3
0,"(8, 0)",679.7360000167973,4
1,"(8, 0)",615.3190999724902,4
0,"(16, 30)",970.3899000273086,4
1,"(16, 30)",1165.2075999849476,4
1,"(8, -120)",904.2585999672301,3
1,"(4, -150)",561.676099951379,3
0,"(16, 180)",733.9138999781571,3
1,"(16, 180)",543.4393999716267,5
1,"(4, 180)",554.554499973543,3
1,"(16, 0)",527.9397999951616,3
1,"(16, -60)",781.2960999985225,5
1,"(8, 120)",778.2817999799736,5
0,"(16, 120)",1038.2696000128053,4
1,"(16, 120)",540.9125999980606,5
1,"(8, 0)",568.1234999760054,5
1,"(8, 0)",431.92830000445247,5
1,"(4, 0)",500.30710000684485,5
1,"(4, 60)",736.3105999506079,5
1,"(16, 60)",715.5058000320569,4
0,"(8, -90)",712.2243000161834,4
1,"(8, -90)",526.9948000172153,5
1,"(8, 90)",599.7660999968648,4
1,"(4, -180)",601.045599960722,5
1,"(16, 0)",516.2448000013828,4
1,"(16, 60)",495.6599000110291,5
1,"(8, -60)",630.878199994564,4
1,"(8, 90)",656.7690999913029,3
1,"(16, -180)",658.9726000060327,4
1,"(8, 30)",508.28389997733757,5
1,"(8, -90)",877.6917000035755,3
1,"(8, 60)",646.3093999740668,3
1,"(16, 0)",700.9279999732971,3
1,"(8, -180)",591.6615000427701,3
1,"(16, 90)",658.6144999568351,3
0,"(8, -60)",555.1738999751396,3
1,"(8, -60)",575.3100999831222,3
1,"(16, 150)",581.311299986206,5
1,"(4, -180)",903.7286000060849,3
1,"(8, 150)",424.7543000350706,3
1,"(8, -120)",519.0191999976523,3
0,"(16, 90)",748.6356000266969,5
1,"(16, 90)",491.2572000143118,3
1,"(4, 0)",549.2941999658942,5
0,"(4, -90)",485.3950999644585,3
1,"(4, -90)",579.1498000002466,4
1,"(8, -180)",522.5035999868996,5
1,"(8, -30)",490.3990999995731,5
1,"(8, 0)",539.1344000203535,5
1,"(8, 0)",590.3747999658808,5
1,"(16, -120)",690.9031999497674,3
1,"(4, -30)",602.5232000360265,5
1,"(16, -30)",455.68010001117364,7
1,"(8, -150)",695.1830000001937,8
1,"(16, -120)",535.111100002192,7
1,"(4, 60)",609.3314999565482,6
1,"(16, 180)",791.2084000385366,6
1,"(8, 180)",838.5681000039913,8
1,"(8, 120)",990.3281999835745,6
1,"(16, 90)",685.1719000227749,8
1,"(4, -30)",637.7405000352301,8
1,"(16, 0)",573.915800018236,6
1,"(4, -120)",760.5409999927506,8
1,"(4, 0)",544.3783000195399,6
1,"(16, 0)",513.4033999606036,7
1,"(4, 0)",742.9506999873556,6
1,"(8, -150)",554.2586999912746,7
1,"(4, 30)",674.3923000143841,6
1,"(4, 150)",540.0195000078529,7
1,"(8, 60)",565.3780999677256,8
1,"(4, -120)",496.87559995474294,7
1,"(4, 180)",760.6787999942899,8
1,"(8, -150)",735.7796000400558,6
1,"(16, 150)",597.7244999925606,6
1,"(4, -90)",652.7138000205159,8
1,"(4, 90)",648.9710999852978,8
1,"(8, -30)",679.683700026013,8
1,"(4, 0)",525.2480999883264,7
1,"(8, -60)",624.3880999940448,8
1,"(8, -120)",587.3762000086717,8
0,"(16, -150)",590.7952000238001,7
1,"(16, -150)",611.7420999766327,7
1,"(4, 60)",550.995699999854,7
1,"(8, 0)",468.4135999963619,7
1,"(16, 0)",502.7322000209242,7
1,"(8, -180)",581.6159000354819,8
1,"(4, 0)",536.9562999662012,7
1,"(8, 60)",416.1921999733895,7
1,"(4, 180)",696.154700006824,8
1,"(8, -150)",513.0912000280805,7
1,"(8, 30)",568.0407999865711,8
1,"(16, -120)",575.0013999608345,8
1,"(8, 120)",591.6608999799937,7
1,"(16, 30)",549.6654999991879,7
1,"(4, -120)",487.0266999900341,7
1,"(4, 0)",635.4277000031434,8
1,"(16, 30)",568.8491999721155,6
1,"(16, 0)",582.848199989181,8
1,"(16, -90)",665.0919000352733,8
1,"(4, 90)",473.638899970334,7
0,"(16, 180)",739.3947000349872,6
0,"(16, 180)",610.8437000042759,6
1,"(16, 180)",733.619700008072,8
1,"(8, -120)",629.5494000045583,8
0,"(16, 180)",417.45239996491,6
0,"(16, 180)",558.589400021825,8
0,"(16, 180)",509.3382000308484,7
1,"(16, 180)",558.2376999631524,8
1,"(4, -30)",477.257699993439,8
0,"(4, -150)",526.5763000319712,6
0,"(4, -150)",296.23460000986233,8
1,"(4, -150)",897.3264999771491,8
1,"(16, -90)",508.6077999989502,7
1,"(4, 150)",498.2436000104062,7
1,"(8, -90)",645.6236999914981,6
1,"(8, 180)",714.6183999688365,6
1,"(16, -90)",760.1616000141948,8
1,"(4, 30)",666.8189999731258,8
1,"(16, 0)",549.5811999975704,6
1,"(8, -90)",904.9992999611422,7
1,"(4, -120)",591.5290999659337,8
1,"(4, 0)",709.9121999894269,6
1,"(4, 90)",814.1756000081077,8
1,"(16, -180)",712.0486000170931,6
0,"(16, -180)",622.9272999884561,8
1,"(16, -180)",774.0174999893643,8
1,"(8, 90)",569.4556999919005,6
1,"(4, -60)",742.0368000133894,8
1,"(16, 120)",820.4817000045441,8
0,"(8, 0)",-109.0,8
1,"(8, 0)",533.9264000034891,6
1,"(16, -30)",597.1222000047565,6
