Var1,Var2,Var3,Var4
1,0.71,609.105799999537,1
1,14,477.229999999775,1
1,2,540.070999998801,1
0,0.5,562.305900000223,0
1,0.5,653.563299999672,1
1,5.66,444.909499999352,1
1,0.71,640.972399999822,2
1,2,478.020600000758,2
1,5.66,454.830099998884,0
1,2,536.268799999828,2
1,14,430.680599999772,0
1,8,483.481800001112,2
1,8,377.792399999902,1
1,2,531.54870000007,2
1,4,523.504500000211,2
1,14,364.556899999382,1
1,14,422.844599999092,0
1,10.58,407.034099999958,0
0,0.71,655.988499999961,0
1,0.71,670.684500000146,2
1,5.66,478.494599999334,1
1,1,588.989099999975,0
1,2.83,492.152600001003,0
1,0.71,470.731000000609,0
1,10.58,418.709200000461,0
0,8,437.467499999269,2
1,8,557.750900000695,1
1,5.66,450.003400000508,1
1,10.58,405.42819999909,1
1,1.41,567.009600000614,2
1,14,520.362900000049,2
1,1.41,570.017999999703,1
1,1,540.407899999349,0
