Correct Response,Height/Rotation,RT,Face
1,"(8, 90)",1127.1851999885403,3
1,"(16, 0)",498.3718999978155,5
1,"(16, -135)",657.7526999721304,4
1,"(4, -135)",1024.5824999841861,3
1,"(16, 135)",705.7931999992579,3
1,"(4, -45)",550.3333000200801,5
0,"(8, -135)",996.1796000101604,5
1,"(8, -135)",549.1237000063993,5
1,"(4, -45)",645.6567000099458,4
1,"(16, 135)",966.5173000507057,3
0,"(16, 0)",996.2478000055999,5
1,"(16, 0)",379.23080002330244,5
1,"(8, -135)",865.4012000155635,4
1,"(8, 0)",613.2112999879755,3
1,"(4, 45)",955.027399988845,3
1,"(8, -45)",967.1335999704897,4
1,"(8, 90)",879.2403999799863,3
1,"(4, -45)",915.6459000045434,4
0,"(4, -45)",425.58059998229146,3
1,"(4, -45)",558.7517000352964,5
1,"(16, 0)",969.2038999604993,4
1,"(8, 0)",627.5085000055842,3
1,"(8, 90)",833.7540000178851,3
1,"(8, 45)",508.5472000031732,5
1,"(8, 45)",507.9697999721393,5
0,"(4, 135)",871.4016000125557,3
1,"(4, 135)",823.2072999784723,5
0,"(4, 0)",-109.0,4
1,"(4, 0)",535.7616000077687,5
1,"(16, -90)",611.3903999761678,5
1,"(8, -135)",566.3239000099711,4
1,"(4, 0)",571.2850000094622,3
0,"(16, 0)",571.5081999627873,4
1,"(16, 0)",387.9576000003144,4
1,"(8, 0)",626.885500034783,3
1,"(8, 90)",564.4819000121206,8
1,"(8, 0)",602.6593000246212,6
1,"(16, -45)",593.2140000481158,8
1,"(4, 90)",575.6097999950871,7
1,"(4, -135)",533.7557999850251,8
0,"(16, -90)",491.90359998866916,6
1,"(16, -90)",690.3495999835432,6
1,"(8, 135)",558.2914000228047,6
1,"(16, 45)",396.6040999479592,8
1,"(8, 135)",562.3875999557786,6
1,"(4, 0)",651.3430000017397,8
1,"(4, 135)",650.1012999764644,6
1,"(8, 0)",511.2890999848023,8
1,"(16, 0)",717.6625999822281,6
1,"(8, 0)",607.0828000050969,8
1,"(16, -90)",965.8173999600112,6
1,"(4, 135)",654.4874999639578,6
1,"(16, -45)",594.3208000357263,7
1,"(16, 0)",350.66369996313006,7
1,"(8, 45)",577.9168000412174,8
1,"(16, -135)",523.951800012961,6
1,"(8, 0)",498.08069999236614,7
1,"(8, -45)",915.9235000228509,8
0,"(4, 0)",551.7390999561176,8
1,"(4, 0)",740.6238000225276,8
1,"(8, -45)",470.0211000130512,8
1,"(8, -135)",491.68129998398945,8
1,"(8, 90)",555.0336000127718,7
1,"(4, 0)",724.034300012514,7
1,"(4, 45)",474.4548000129871,8
1,"(16, 0)",659.9031999907456,7
1,"(4, -135)",574.2364000147209,8
1,"(16, -45)",583.7518000011332,8
1,"(8, 45)",656.5006000422873,6
1,"(8, 45)",444.5309999831952,7
1,"(16, -45)",656.8877999638207,6
1,"(16, 135)",574.6560000083409,6
1,"(8, -45)",1096.9983999934047,6
1,"(4, -45)",582.8538000318222,6
1,"(8, -90)",833.2600000398234,6
1,"(8, -45)",628.280200002715,8
1,"(8, 0)",608.6588000147603,6
1,"(8, 45)",669.2853000098839,7
0,"(8, -135)",-109.0,8
1,"(8, -135)",478.76309998938814,8
1,"(4, 45)",775.6321000019088,6
1,"(8, 90)",545.0205999626778,7
1,"(4, -90)",503.95469995820895,8
1,"(16, 0)",835.1532000200823,6
1,"(16, 135)",633.9794000345282,8
1,"(16, 0)",681.0672999676317,7
0,"(4, -90)",-109.0,7
1,"(4, -90)",630.6695999777876,6
1,"(16, -45)",507.9295000145212,6
1,"(16, 0)",495.5416999841109,7
1,"(16, -45)",525.04640002409,7
1,"(4, 0)",802.3408999983221,8
0,"(16, 90)",-109.0,8
1,"(16, 90)",701.452300007455,7
0,"(16, 135)",-109.0,8
1,"(16, 135)",633.7734000375494,7
1,"(8, -45)",859.0719000170939,8
1,"(4, 90)",509.6684000422247,8
1,"(4, 45)",532.5924000320956,7
1,"(8, 45)",555.9566999985836,6
1,"(4, 45)",635.6555999922566,8
1,"(8, -45)",465.1183000500314,7
1,"(16, -45)",521.5238999775611,7
0,"(16, -45)",839.7317000166513,7
1,"(16, -45)",461.8028000080958,8
1,"(16, -90)",839.0385000351816,6
1,"(16, 45)",580.992599945981,8
0,"(4, 0)",451.59050001204014,6
1,"(4, 0)",304.7165999854915,7
1,"(16, 0)",679.0932000116445,7
1,"(4, 135)",1083.862400028389,7
1,"(8, 90)",925.3976000440307,7
1,"(8, 0)",594.7975000566803,6
1,"(8, -90)",691.3530999994837,6
1,"(4, 90)",611.8436000510119,6
1,"(16, -45)",612.8876999686472,6
1,"(8, 0)",639.3300999738276,8
1,"(8, -90)",578.22429999616,8
