CorrectResponse,Rotation_deg_,ReactionTime_ms_,Target,Var5,Var6,Var7
1,150,436.677072001621,1,NaN,NaN,NaN
1,30,306.469883923419,0,NaN,NaN,NaN
1,120,270.751666082069,0,NaN,NaN,NaN
1,-120,273.927758019418,1,NaN,NaN,NaN
1,60,289.067921033129,0,NaN,NaN,NaN
1,120,311.314899045974,1,NaN,NaN,NaN
1,90,328.87317604851,0,NaN,NaN,NaN
1,-60,360.361337931827,1,NaN,NaN,NaN
1,-120,367.943241996691,0,NaN,NaN,NaN
1,-60,434.212879082188,0,NaN,NaN,NaN
1,-90,361.967382989824,0,NaN,NaN,NaN
1,-90,356.129383938387,0,NaN,NaN,NaN
1,0,282.60337297339,0,NaN,NaN,NaN
1,-60,521.483707977459,1,NaN,NaN,NaN
1,0,412.364559983835,1,NaN,NaN,NaN
1,90,507.562986030243,1,NaN,NaN,NaN
1,-60,381.191347995773,0,NaN,NaN,NaN
1,-120,415.053390935063,0,NaN,NaN,NaN
1,0,337.674737945199,1,NaN,NaN,NaN
1,0,410.22226695437,1,NaN,NaN,NaN
1,60,360.852455990389,0,NaN,NaN,NaN
1,180,375.595476981252,0,NaN,NaN,NaN
1,60,287.132603037171,1,NaN,NaN,NaN
1,-150,343.341846987605,0,NaN,NaN,NaN
1,0,699.009149954654,0,NaN,NaN,NaN
1,-30,441.857849983498,0,NaN,NaN,NaN
0,90,321.108441953547,1,NaN,NaN,NaN
1,60,412.150398050435,0,NaN,NaN,NaN
1,-90,308.590456065722,0,NaN,NaN,NaN
1,-90,312.793953032233,0,NaN,NaN,NaN
1,-120,318.555304002948,1,NaN,NaN,NaN
1,-90,377.523578973487,0,NaN,NaN,NaN
1,-90,591.648059934378,1,NaN,NaN,NaN
1,-30,331.021640952677,0,NaN,NaN,NaN
1,180,372.811968941242,1,NaN,NaN,NaN
1,0,463.254918963648,0,NaN,NaN,NaN
1,-150,407.528721997514,1,NaN,NaN,NaN
0,-120,504.24661397934,1,NaN,NaN,NaN
0,150,412.416004962288,0,NaN,NaN,NaN
1,30,394.722047997639,0,NaN,NaN,NaN
1,-120,535.368629069999,0,NaN,NaN,NaN
1,120,351.469247057103,0,NaN,NaN,NaN
1,-150,320.690417932346,1,NaN,NaN,NaN
1,-150,512.818028023467,0,NaN,NaN,NaN
1,90,324.765933947638,0,NaN,NaN,NaN
1,0,290.501994933002,0,NaN,NaN,NaN
1,90,369.736740984954,1,NaN,NaN,NaN
1,150,277.39810097497,1,NaN,NaN,NaN
1,90,435.530170020647,1,NaN,NaN,NaN
1,-60,428.070244067349,0,NaN,NaN,NaN
0,-90,322.203206052072,1,NaN,NaN,NaN
1,-90,655.148405968212,0,NaN,NaN,NaN
1,-150,320.55829108227,1,NaN,NaN,NaN
1,-150,396.402088031173,1,NaN,NaN,NaN
1,-150,303.007675954141,0,NaN,NaN,NaN
1,30,268.551827911288,0,NaN,NaN,NaN
1,-150,323.266226951964,0,NaN,NaN,NaN
1,90,320.54794699885,1,NaN,NaN,NaN
1,180,266.155338999815,0,NaN,NaN,NaN
1,0,292.011544029228,0,NaN,NaN,NaN
0,-60,369.052512957715,1,NaN,NaN,NaN
1,-90,470.62798500061,1,NaN,NaN,NaN
1,-60,305.19576409366,1,NaN,NaN,NaN
1,0,258.223863006569,1,NaN,NaN,NaN
1,-30,352.952249036171,0,NaN,NaN,NaN
1,30,314.33457500767,0,NaN,NaN,NaN
1,150,362.503642020747,1,NaN,NaN,NaN
1,0,378.337439070456,1,NaN,NaN,NaN
1,30,364.145356966183,1,NaN,NaN,NaN
1,120,370.748639958911,1,NaN,NaN,NaN
1,-150,465.65666903276,0,NaN,NaN,NaN
1,0,719.961160947569,1,NaN,NaN,NaN
1,-60,542.270693965256,0,NaN,NaN,NaN
1,-120,421.434296099469,1,NaN,NaN,NaN
1,120,323.55192004703,1,NaN,NaN,NaN
1,90,333.831178992987,0,NaN,NaN,NaN
1,-120,413.217339003459,1,NaN,NaN,NaN
1,150,363.202412999235,1,NaN,NaN,NaN
1,-90,445.063756001182,0,NaN,NaN,NaN
1,-60,539.265211010352,1,NaN,NaN,NaN
1,-30,474.657368999906,1,NaN,NaN,NaN
1,60,465.8720249217,0,NaN,NaN,NaN
1,150,508.941685003229,1,-180,882.21,0
1,-180,429.78,0,NaN,NaN,NaN
1,-180,500.03,1,NaN,NaN,NaN
1,-180,329.9,1,NaN,NaN,NaN
1,-180,337.26,0,NaN,NaN,NaN
1,-180,399.34,0,NaN,NaN,NaN
1,-180,474.54,1,NaN,NaN,NaN
1,-180,277.72,1,NaN,NaN,NaN
1,-180,405.07,1,NaN,NaN,NaN
1,-180,375.6,0,NaN,NaN,NaN
1,-180,372.81,1,NaN,NaN,NaN
1,-180,266.16,0,NaN,NaN,NaN
