Correct Response,Height/Rotation,RT,Face
1,"(16, 0)",443.7801000280306,7
1,"(4, 90)",491.0408999971114,7
1,"(16, 0)",473.9242000472732,7
1,"(4, -135)",629.1613000179641,6
0,"(16, 0)",487.34520002873614,7
1,"(16, 0)",431.3599999845028,7
1,"(8, -135)",465.99249995453283,7
1,"(4, 90)",558.2187999938615,6
1,"(8, 45)",482.79520001634955,6
1,"(4, -90)",502.70900001889095,7
1,"(8, 0)",511.9815999609418,8
1,"(4, 45)",462.4795999811031,8
1,"(8, 135)",400.5984000363387,7
1,"(16, 45)",502.5288999862969,8
1,"(16, -45)",467.22089999495074,7
1,"(16, -90)",407.8121999595314,7
1,"(16, 135)",472.7201000172645,8
1,"(4, 90)",435.439900026191,7
1,"(8, 0)",370.4819999951869,7
1,"(16, 90)",470.59340000525117,8
1,"(4, 0)",434.36339997826144,6
